1783499626.083799 server started (988184): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1783499626.083836 on Linux 6.18.35.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Wed Jun 17 23:14:00 UTC 2026
1783499626.083849 using libevent 2.1.12-stable poll
1783499626.083852 using ncurses 6.4 20240113
1783499626.135416 key_bindings_add: 0x10e15e TripleClick1Pane = select-pane -t = ; if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -H ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1783499626.135418 cmd_find_best_session: 0 sessions to try
1783499626.135422 cmdq_next <global>: [bind-key/0x58e4724e99a0] (0), flags 0
1783499626.135424 cmd_find_best_session: 0 sessions to try
1783499626.135426 cmd_find_current_client: no target, return (nil)
1783499626.135427 cmd_find_best_session: 0 sessions to try
1783499626.135430 cmd_find_current_client: no target, return (nil)
1783499626.135431 cmd_find_best_session: 0 sessions to try
1783499626.135433 cmd_find_best_session: 0 sessions to try
1783499626.135438 key_bindings_add: 0x10e07f MouseDrag1Border = resize-pane -M
1783499626.135440 cmd_find_best_session: 0 sessions to try
1783499626.135444 cmdq_next <global>: [bind-key/0x58e4724d2270] (0), flags 0
1783499626.135446 cmd_find_best_session: 0 sessions to try
1783499626.135448 cmd_find_current_client: no target, return (nil)
1783499626.135449 cmd_find_best_session: 0 sessions to try
1783499626.135452 cmd_find_current_client: no target, return (nil)
1783499626.135460 cmd_find_best_session: 0 sessions to try
1783499626.135462 cmd_find_best_session: 0 sessions to try
1783499626.135467 key_bindings_add: 0x10e00f MouseDown1Status = select-window -t =
1783499626.135469 cmd_find_best_session: 0 sessions to try
1783499626.135472 cmdq_next <global>: [bind-key/0x58e4724e1590] (0), flags 0
1783499626.135474 cmd_find_best_session: 0 sessions to try
1783499626.135476 cmd_find_current_client: no target, return (nil)
1783499626.135478 cmd_find_best_session: 0 sessions to try
1783499626.135480 cmd_find_current_client: no target, return (nil)
1783499626.135481 cmd_find_best_session: 0 sessions to try
1783499626.135483 cmd_find_best_session: 0 sessions to try
1783499626.135488 key_bindings_add: 0x10e0ed WheelDownStatus = next-window
1783499626.135490 cmd_find_best_session: 0 sessions to try
1783499626.135493 cmdq_next <global>: [bind-key/0x58e4724e8f50] (0), flags 0
1783499626.135495 cmd_find_best_session: 0 sessions to try
1783499626.135496 cmd_find_current_client: no target, return (nil)
1783499626.135498 cmd_find_best_session: 0 sessions to try
1783499626.135500 cmd_find_current_client: no target, return (nil)
1783499626.135502 cmd_find_best_session: 0 sessions to try
1783499626.135504 cmd_find_best_session: 0 sessions to try
1783499626.135509 key_bindings_add: 0x10e0e7 WheelUpStatus = previous-window
1783499626.135511 cmd_find_best_session: 0 sessions to try
1783499626.135514 cmdq_next <global>: [bind-key/0x58e4724ed6e0] (0), flags 0
1783499626.135516 cmd_find_best_session: 0 sessions to try
1783499626.135518 cmd_find_current_client: no target, return (nil)
1783499626.135519 cmd_find_best_session: 0 sessions to try
1783499626.135521 cmd_find_current_client: no target, return (nil)
1783499626.135523 cmd_find_best_session: 0 sessions to try
1783499626.135525 cmd_find_best_session: 0 sessions to try
1783499626.135563 key_bindings_add: 0x10e01c MouseDown3StatusLeft = display-menu -T "#[align=centre]#{session_name}" -t = -x M -y W Next n { switch-client -n } Previous p { switch-client -p } '' Renumber N { move-window -r } Rename n { command-prompt -I "#S" { rename-session "%%" } } '' "New Session" s { new-session } "New Window" w { new-window }
1783499626.135565 cmd_find_best_session: 0 sessions to try
1783499626.135568 cmdq_next <global>: [bind-key/0x58e4724eedf0] (0), flags 0
1783499626.135570 cmd_find_best_session: 0 sessions to try
1783499626.135572 cmd_find_current_client: no target, return (nil)
1783499626.135574 cmd_find_best_session: 0 sessions to try
1783499626.135576 cmd_find_current_client: no target, return (nil)
1783499626.135578 cmd_find_best_session: 0 sessions to try
1783499626.135579 cmd_find_best_session: 0 sessions to try
1783499626.135606 key_bindings_add: 0x10000010e01c M-MouseDown3StatusLeft = display-menu -T "#[align=centre]#{session_name}" -t = -x M -y W Next n { switch-client -n } Previous p { switch-client -p } '' Renumber N { move-window -r } Rename n { command-prompt -I "#S" { rename-session "%%" } } '' "New Session" s { new-session } "New Window" w { new-window }
1783499626.135609 cmd_find_best_session: 0 sessions to try
1783499626.135611 cmdq_next <global>: [bind-key/0x58e4724f0620] (0), flags 0
1783499626.135613 cmd_find_best_session: 0 sessions to try
1783499626.135615 cmd_find_current_client: no target, return (nil)
1783499626.135617 cmd_find_best_session: 0 sessions to try
1783499626.135618 cmd_find_current_client: no target, return (nil)
1783499626.135620 cmd_find_best_session: 0 sessions to try
1783499626.135622 cmd_find_best_session: 0 sessions to try
1783499626.135664 key_bindings_add: 0x10e01b MouseDown3Status = display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window }
1783499626.135670 cmd_find_best_session: 0 sessions to try
1783499626.135673 cmdq_next <global>: [bind-key/0x58e4724f5740] (0), flags 0
1783499626.135675 cmd_find_best_session: 0 sessions to try
1783499626.135677 cmd_find_current_client: no target, return (nil)
1783499626.135679 cmd_find_best_session: 0 sessions to try
1783499626.135681 cmd_find_current_client: no target, return (nil)
1783499626.135683 cmd_find_best_session: 0 sessions to try
1783499626.135684 cmd_find_best_session: 0 sessions to try
1783499626.135721 key_bindings_add: 0x10000010e01b M-MouseDown3Status = display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window }
1783499626.135724 cmd_find_best_session: 0 sessions to try
1783499626.135727 cmdq_next <global>: [bind-key/0x58e4724f8000] (0), flags 0
1783499626.135729 cmd_find_best_session: 0 sessions to try
1783499626.135730 cmd_find_current_client: no target, return (nil)
1783499626.135732 cmd_find_best_session: 0 sessions to try
1783499626.135734 cmd_find_current_client: no target, return (nil)
1783499626.135736 cmd_find_best_session: 0 sessions to try
1783499626.135738 cmd_find_best_session: 0 sessions to try
1783499626.135837 key_bindings_add: 0x10e01a MouseDown3Pane = if-shell -F -t = "#{||:#{mouse_any_flag},#{&&:#{pane_in_mode},#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}}}" { select-pane -t = ; send-keys -M } { display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -t = -x M -y M "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z } }
1783499626.135841 cmd_find_best_session: 0 sessions to try
1783499626.135844 cmdq_next <global>: [bind-key/0x58e4724e0b40] (0), flags 0
1783499626.135846 cmd_find_best_session: 0 sessions to try
1783499626.135848 cmd_find_current_client: no target, return (nil)
1783499626.135850 cmd_find_best_session: 0 sessions to try
1783499626.135852 cmd_find_current_client: no target, return (nil)
1783499626.135853 cmd_find_best_session: 0 sessions to try
1783499626.135855 cmd_find_best_session: 0 sessions to try
1783499626.135955 key_bindings_add: 0x10000010e01a M-MouseDown3Pane = display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -t = -x M -y M "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z }
1783499626.135972 cmd_find_best_session: 0 sessions to try
1783499626.135978 cmdq_next <global>: [bind-key/0x58e4724f8560] (0), flags 0
1783499626.135985 cmd_find_best_session: 0 sessions to try
1783499626.135987 cmd_find_current_client: no target, return (nil)
1783499626.135992 cmd_find_best_session: 0 sessions to try
1783499626.135996 cmd_find_current_client: no target, return (nil)
1783499626.135998 cmd_find_best_session: 0 sessions to try
1783499626.136002 cmd_find_best_session: 0 sessions to try
1783499626.136014 key_bindings_add: 0 C-Space = send-keys -X begin-selection
1783499626.136019 cmd_find_best_session: 0 sessions to try
1783499626.136022 cmdq_next <global>: [bind-key/0x58e4724ffce0] (0), flags 0
1783499626.136027 cmd_find_best_session: 0 sessions to try
1783499626.136031 cmd_find_current_client: no target, return (nil)
1783499626.136033 cmd_find_best_session: 0 sessions to try
1783499626.136038 cmd_find_current_client: no target, return (nil)
1783499626.136043 cmd_find_best_session: 0 sessions to try
1783499626.136044 cmd_find_best_session: 0 sessions to try
1783499626.136054 key_bindings_add: 0x1 C-a = send-keys -X start-of-line
1783499626.136062 cmd_find_best_session: 0 sessions to try
1783499626.136068 cmdq_next <global>: [bind-key/0x58e4724f8cd0] (0), flags 0
1783499626.136070 cmd_find_best_session: 0 sessions to try
1783499626.136072 cmd_find_current_client: no target, return (nil)
1783499626.136079 cmd_find_best_session: 0 sessions to try
1783499626.136081 cmd_find_current_client: no target, return (nil)
1783499626.136083 cmd_find_best_session: 0 sessions to try
1783499626.136085 cmd_find_best_session: 0 sessions to try
1783499626.136093 key_bindings_add: 0x3 C-c = send-keys -X cancel
1783499626.136098 cmd_find_best_session: 0 sessions to try
1783499626.136104 cmdq_next <global>: [bind-key/0x58e4724f0410] (0), flags 0
1783499626.136109 cmd_find_best_session: 0 sessions to try
1783499626.136111 cmd_find_current_client: no target, return (nil)
1783499626.136112 cmd_find_best_session: 0 sessions to try
1783499626.136114 cmd_find_current_client: no target, return (nil)
1783499626.136116 cmd_find_best_session: 0 sessions to try
1783499626.136118 cmd_find_best_session: 0 sessions to try
1783499626.136127 key_bindings_add: 0x5 C-e = send-keys -X end-of-line
1783499626.136132 cmd_find_best_session: 0 sessions to try
1783499626.136138 cmdq_next <global>: [bind-key/0x58e4725000a0] (0), flags 0
1783499626.136143 cmd_find_best_session: 0 sessions to try
1783499626.136144 cmd_find_current_client: no target, return (nil)
1783499626.136146 cmd_find_best_session: 0 sessions to try
1783499626.136148 cmd_find_current_client: no target, return (nil)
1783499626.136150 cmd_find_best_session: 0 sessions to try
1783499626.136155 cmd_find_best_session: 0 sessions to try
1783499626.136161 key_bindings_add: 0x6 C-f = send-keys -X cursor-right
1783499626.136163 cmd_find_best_session: 0 sessions to try
1783499626.136166 cmdq_next <global>: [bind-key/0x58e472500e70] (0), flags 0
1783499626.136168 cmd_find_best_session: 0 sessions to try
1783499626.136170 cmd_find_current_client: no target, return (nil)
1783499626.136171 cmd_find_best_session: 0 sessions to try
1783499626.136173 cmd_find_current_client: no target, return (nil)
1783499626.136175 cmd_find_best_session: 0 sessions to try
1783499626.136177 cmd_find_best_session: 0 sessions to try
1783499626.136181 key_bindings_add: 0x2 C-b = send-keys -X cursor-left
1783499626.136183 cmd_find_best_session: 0 sessions to try
1783499626.136186 cmdq_next <global>: [bind-key/0x58e4724ff2a0] (0), flags 0
1783499626.136189 cmd_find_best_session: 0 sessions to try
1783499626.136191 cmd_find_current_client: no target, return (nil)
1783499626.136193 cmd_find_best_session: 0 sessions to try
1783499626.136195 cmd_find_current_client: no target, return (nil)
1783499626.136196 cmd_find_best_session: 0 sessions to try
1783499626.136198 cmd_find_best_session: 0 sessions to try
1783499626.136203 key_bindings_add: 0x7 C-g = send-keys -X clear-selection
1783499626.136205 cmd_find_best_session: 0 sessions to try
1783499626.136208 cmdq_next <global>: [bind-key/0x58e472500f70] (0), flags 0
1783499626.136210 cmd_find_best_session: 0 sessions to try
1783499626.136212 cmd_find_current_client: no target, return (nil)
1783499626.136213 cmd_find_best_session: 0 sessions to try
1783499626.136215 cmd_find_current_client: no target, return (nil)
1783499626.136217 cmd_find_best_session: 0 sessions to try
1783499626.136219 cmd_find_best_session: 0 sessions to try
1783499626.136224 key_bindings_add: 0xb C-k = send-keys -X copy-pipe-end-of-line-and-cancel
1783499626.136226 cmd_find_best_session: 0 sessions to try
1783499626.136229 cmdq_next <global>: [bind-key/0x58e472504b90] (0), flags 0
1783499626.136255 cmd_find_best_session: 0 sessions to try
1783499626.136263 cmd_find_current_client: no target, return (nil)
1783499626.136266 cmd_find_best_session: 0 sessions to try
1783499626.136269 cmd_find_current_client: no target, return (nil)
1783499626.136271 cmd_find_best_session: 0 sessions to try
